"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Commodities","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v81609","1.1.2.21","2686","","","","0"
"1995-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v81610","1.1.2.22","631","","","","0"
"1995-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788896","1.1.2.25","264","","","","0"
"1995-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788897","1.1.2.26","36","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Total tourism commodities","Dollars","81","millions","6","v19458045","1.3.2.1","34755","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Transportation","Dollars","81","millions","6","v19458046","1.3.2.2","15686","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger air transport","Dollars","81","millions","6","v19458047","1.3.2.3","2111","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger rail transport","Dollars","81","millions","6","v19458048","1.3.2.4","58","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Interurban bus transport","Dollars","81","millions","6","v19458049","1.3.2.5","470","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v19458050","1.3.2.6","519","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v19458051","1.3.2.7","4059","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v19458052","1.3.2.8","7752","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v19458053","1.3.2.9","717","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v19458054","1.3.2.10","2397","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v19458055","1.3.2.14","11028","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v19458056","1.3.2.20","5644","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v19458057","1.3.2.21","4262","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v19458058","1.3.2.22","913","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788898","1.3.2.25","313","","","","0"
"1995-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788899","1.3.2.26","156","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Total tourism commodities","Dollars","81","millions","6","v81612","1.1.1.1","20078","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Transportation","Dollars","81","millions","6","v81613","1.1.1.2","8616","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Passenger air transport","Dollars","81","millions","6","v81614","1.1.1.3","2060","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Passenger rail transport","Dollars","81","millions","6","v81615","1.1.1.4","35","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Interurban bus transport","Dollars","81","millions","6","v81616","1.1.1.5","278","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Vehicle rental","Dollars","81","millions","6","v81617","1.1.1.6","327","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Vehicle repairs and parts","Dollars","81","millions","6","v81618","1.1.1.7","2325","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Vehicle fuel","Dollars","81","millions","6","v81619","1.1.1.8","3182","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Other transportation","Dollars","81","millions","6","v81620","1.1.1.9","409","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Accommodation","Dollars","81","millions","6","v81621","1.1.1.10","1178","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Food and beverage services","Dollars","81","millions","6","v81625","1.1.1.14","6587","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Other tourism commodities","Dollars","81","millions","6","v81631","1.1.1.20","3697","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Recreation and entertainment","Dollars","81","millions","6","v81632","1.1.1.21","2791","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Travel agency services","Dollars","81","millions","6","v81633","1.1.1.22","558","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Pre-trip expenditures","Dollars","81","millions","6","v29788894","1.1.1.25","263","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Unadjusted","Convention fees","Dollars","81","millions","6","v29788895","1.1.1.26","85","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Total tourism commodities","Dollars","81","millions","6","v81589","1.1.2.1","22813","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Transportation","Dollars","81","millions","6","v81590","1.1.2.2","10002","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Passenger air transport","Dollars","81","millions","6","v81591","1.1.2.3","2258","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Passenger rail transport","Dollars","81","millions","6","v81592","1.1.2.4","48","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Interurban bus transport","Dollars","81","millions","6","v81593","1.1.2.5","143","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v81594","1.1.2.6","428","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v81595","1.1.2.7","2858","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v81596","1.1.2.8","3881","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v81597","1.1.2.9","386","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v81598","1.1.2.10","1731","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v81602","1.1.2.14","7416","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v81608","1.1.2.20","3664","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v81609","1.1.2.21","2718","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v81610","1.1.2.22","643","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788896","1.1.2.25","267","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788897","1.1.2.26","36","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Total tourism commodities","Dollars","81","millions","6","v19458045","1.3.2.1","35385","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Transportation","Dollars","81","millions","6","v19458046","1.3.2.2","16193","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger air transport","Dollars","81","millions","6","v19458047","1.3.2.3","2240","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger rail transport","Dollars","81","millions","6","v19458048","1.3.2.4","56","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Interurban bus transport","Dollars","81","millions","6","v19458049","1.3.2.5","454","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v19458050","1.3.2.6","516","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v19458051","1.3.2.7","4166","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v19458052","1.3.2.8","8039","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v19458053","1.3.2.9","722","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v19458054","1.3.2.10","2378","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v19458055","1.3.2.14","11082","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v19458056","1.3.2.20","5732","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v19458057","1.3.2.21","4313","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v19458058","1.3.2.22","931","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788898","1.3.2.25","317","","","","0"
"1996-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788899","1.3.2.26","171","","","","0"
"1996-04","Canada","2016A000011124","Current prices","Unadjusted","Total tourism commodities","Dollars","81","millions","6","v81612","1.1.1.1","23526","","","","0"
"1996-04","Canada","2016A000011124","Current prices","Unadjusted","Transportation","Dollars","81","millions","6","v81613","1.1.1.2","10157","","","","0"
